experiment,model,task_count,concurrency,delay_ms,repeat_id,wall_time_s,throughput_ops,avg_cpu_percent,peak_rss_mb
cpu_bound,single,10,1,0,1,0.10279110000010405,97.28468709829818,49.6,71.65625
cpu_bound,threadpool,10,8,0,1,0.10250409999935073,97.55707332744096,66.5,71.828125
cpu_bound,asyncio,10,10,0,1,0.102103299999726,97.9400274038825,50.4,71.93359375
cpu_bound,single,50,1,0,1,0.49747279999974126,100.50800767403967,88.88888888888889,71.94140625
cpu_bound,threadpool,50,8,0,1,0.5028039000007993,99.4423472051838,85.72857142857143,72.4609375
cpu_bound,asyncio,50,50,0,1,0.5072638000001461,98.56804289993805,88.88888888888889,72.29296875
cpu_bound,single,100,1,0,1,0.9846124999985477,101.56279754740824,90.65,72.29296875
cpu_bound,threadpool,100,8,0,1,1.0071600999999646,99.28908025645924,87.1875,72.5859375
cpu_bound,asyncio,100,100,0,1,0.9964646999997058,100.35478426885521,96.54117647058824,72.3984375
cpu_bound,single,10,1,0,1,0.24638669999876583,40.5866063389383,86.44,72.3984375
cpu_bound,threadpool,10,8,0,1,0.25190979999933916,39.69674859821346,83.1,72.51171875
cpu_bound,asyncio,10,10,0,1,0.24900499999966996,40.159836147921744,74.8,72.40234375
cpu_bound,single,50,1,0,1,1.2257769999996526,40.79045372854456,95.39,72.40234375
cpu_bound,threadpool,50,8,0,1,1.2404196999996202,40.30893737016214,92.3125,72.58984375
cpu_bound,asyncio,50,50,0,1,1.2437174999995477,40.20205553111393,95.86190476190475,72.40234375
cpu_bound,single,100,1,0,1,2.4575160999993386,40.69149333346256,97.7775,72.40234375
cpu_bound,threadpool,100,8,0,1,2.475543000000471,40.39517794681045,95.616,72.59765625
cpu_bound,asyncio,100,100,0,1,2.4747409999999945,40.40826898653242,98.07317073170732,72.4140625
cpu_bound,single,10,1,0,1,0.4958849000013288,20.165969965960254,88.88888888888889,72.4140625
cpu_bound,threadpool,10,8,0,1,0.49582700000064506,20.16832483908095,77.2,72.57421875
cpu_bound,asyncio,10,10,0,1,0.49384790000112844,20.249149586293978,87.4,72.4140625
cpu_bound,single,50,1,0,1,2.4409553999994387,20.483782702466215,97.705,72.4140625
cpu_bound,threadpool,50,8,0,1,2.4686229999988427,20.254206494885384,93.76,72.6015625
cpu_bound,asyncio,50,50,0,1,2.5207362999990437,19.83547426203168,99.35609756097561,72.4140625
cpu_bound,single,100,1,0,1,4.9856209000008676,20.057682283862096,98.87283950617284,72.4140625
cpu_bound,threadpool,100,8,0,1,4.9336517000010645,20.268962237439343,97.74864864864864,72.6015625
cpu_bound,asyncio,100,100,0,1,4.953635400001076,20.1871942371815,98.8283950617284,72.4140625
cpu_bound,single,10,1,0,2,0.10112389999994775,98.88859112440448,49.85,72.4140625
